measure_id,anchor_id,dst_ip,init_time,latency_m1,latency_m2,latency_m3,latency_m4,latitude,longitude
217.70.176.109_2024-07-22 20:00:39,1163,217.70.176.109,2024-07-22 20:00:39,10.1916,17.0326,17.5372,26.7922,48.927166,2.3506638
185.244.192.10_2024-07-22 20:05:42,1820,185.244.192.10,2024-07-22 20:05:42,4.844,32.8872,31.0572,21.6842,49.4519839,11.0769976
88.198.173.54_2024-07-22 20:06:36,1215,88.198.173.54,2024-07-22 20:06:36,5.3078,35.4928,31.155,22.2702,49.4492498,11.0139777
78.47.56.73_2024-07-22 20:07:10,1911,78.47.56.73,2024-07-22 20:07:10,5.4342,28.2084,31.8334,23.3282,49.4494116,11.014143
213.108.25.10_2024-07-22 20:08:34,2284,213.108.25.10,2024-07-22 20:08:34,23.168,36.8334,45.3156,38.1418,59.3035703,18.0868692
192.42.97.210_2024-07-22 20:11:12,3135,192.42.97.210,2024-07-22 20:11:12,24.7456,42.7632,47.4078,41.8486,59.3159705,18.0835809
45.86.126.73_2024-07-22 20:13:00,2356,45.86.126.73,2024-07-22 20:13:00,12.493,34.2186,41.7308,30.6046,50.4787549,12.3348451
80.67.181.29_2024-07-22 20:14:34,2819,80.67.181.29,2024-07-22 20:14:34,14.2072,18.9892,23.7042,32.314,50.8229383,4.3689499
185.111.204.121_2024-07-22 20:15:38,1842,185.111.204.121,2024-07-22 20:15:38,11.318,21.631,24.016,29.8988,50.8450804,4.7243853
185.41.106.81_2024-07-22 20:20:11,2726,185.41.106.81,2024-07-22 20:20:11,10.9082,24.315,33.2324,27.7078,53.5510053,10.038666
213.128.137.33_2024-07-22 20:21:05,14,213.128.137.33,2024-07-22 20:21:05,8.6142,25.6384,33.8308,24.078,53.550004,10.048331
185.33.216.12_2024-07-22 20:22:04,1809,185.33.216.12,2024-07-22 20:22:04,6.7272,26.106,31.376,22.4158,51.1862032,7.2269892
83.145.23.2_2024-07-22 20:23:52,3376,83.145.23.2,2024-07-22 20:23:52,26.753,38.4188,47.1264,43.6122,59.4070578,17.8352941
185.184.236.30_2024-07-22 20:25:27,1870,185.184.236.30,2024-07-22 20:25:27,18.6704,13.2822,27.5484,35.322,52.0418212,-0.8201687
195.43.87.140_2024-07-22 20:27:55,742,195.43.87.140,2024-07-22 20:27:55,39.2036,50.01,56.598,55.0924,59.4369608,24.7535746
213.212.129.68_2024-07-22 20:31:37,4,213.212.129.68,2024-07-22 20:31:37,12.2822,35.71,33.4556,28.8776,45.0913,7.6606
192.42.42.166_2024-07-22 20:33:16,1598,192.42.42.166,2024-07-22 20:33:16,10.5938,32.4966,32.547,30.506,46.9999234,6.9493576
94.126.239.59_2024-07-22 20:41:35,3320,94.126.239.59,2024-07-22 20:41:35,20.2696,15.8534,29.4844,38.5764,52.5543123,-0.3909045
87.253.184.92_2024-07-22 20:42:29,836,87.253.184.92,2024-07-22 20:42:29,8.4468,23.447,32.286,24.1748,53.61373772,10.02623367
94.199.91.189_2024-07-22 20:44:19,2490,94.199.91.189,2024-07-22 20:44:19,8.075,37.5016,35.8112,24.7888,48.104691,11.600206
192.134.1.25_2024-07-22 20:46:17,970,192.134.1.25,2024-07-22 20:46:17,12.0876,16.8522,18.086,28.3334,48.856614,2.3522219
178.250.7.79_2024-07-22 20:47:46,3392,178.250.7.79,2024-07-22 20:47:46,10.9194,17.2018,25.067,29.3614,48.8566801,2.3851152
139.19.117.65_2024-07-22 20:48:50,2397,139.19.117.65,2024-07-22 20:48:50,19.0536,30.3444,48.5208,51.0908,49.2550284,7.040975
5.57.17.65_2024-07-22 20:49:54,422,5.57.17.65,2024-07-22 20:49:54,26.4754,20.7584,28.9484,44.1494,52.345433,4.832429
194.187.91.17_2024-07-22 20:51:24,3200,194.187.91.17,2024-07-22 20:51:24,7.134,31.3484,29.1348,24.4468,47.3834092,8.4956042
95.175.97.22_2024-07-22 20:52:28,3752,95.175.97.22,2024-07-22 20:52:28,32.9924,51.2352,55.252,51.506,61.4999162,21.8914667
193.19.209.1_2024-07-22 20:53:52,3199,193.19.209.1,2024-07-22 20:53:52,10.4016,17.445,17.9742,25.6224,48.9073931,2.370248
45.87.76.6_2024-07-22 20:55:40,1907,45.87.76.6,2024-07-22 20:55:40,17.0648,18.5538,23.6182,33.1056,51.5875352,4.3050551
194.187.174.6_2024-07-22 20:57:54,1462,194.187.174.6,2024-07-22 20:57:54,11.2632,36.8698,31.1774,27.9486,45.3806799,9.1648264
185.145.196.198_2024-07-22 20:58:48,1858,185.145.196.198,2024-07-22 20:58:48,2.6168,23.4358,25.0592,18.7282,50.1281919,8.6014355
195.184.247.67_2024-07-22 20:59:42,3830,195.184.247.67,2024-07-22 20:59:42,2.288,25.6532,29.3886,19.0556,50.1109221,8.6821267
213.9.97.164_2024-07-22 21:01:11,746,213.9.97.164,2024-07-22 21:01:11,5.6664,20.1486,29.018,38.6824,51.2277411,6.7734556
164.39.242.17_2024-07-22 21:01:46,2296,164.39.242.17,2024-07-22 21:01:46,19.7694,16.8212,29.2968,35.7772,53.4660031,-2.3094034
62.154.179.86_2024-07-22 21:02:50,3042,62.154.179.86,2024-07-22 21:02:50,14.7208,33.639,39.7166,33.3188,52.5457514,13.4228576
85.233.1.54_2024-07-22 21:06:38,3140,85.233.1.54,2024-07-22 21:06:38,10.6978,26.6428,33.097,28.7952,53.8688989,10.6842713
80.67.163.251_2024-07-22 21:08:21,1228,80.67.163.251,2024-07-22 21:08:21,10.952,18.0932,18.0764,28.5342,48.8559152,2.3836812
93.190.252.148_2024-07-22 21:09:15,1361,93.190.252.148,2024-07-22 21:09:15,10.498,27.7354,27.8802,27.2186,49.50707096,8.52663632
85.236.41.237_2024-07-22 21:10:30,2953,85.236.41.237,2024-07-22 21:10:30,7.849,27.9554,30.4638,23.4304,48.1954766,11.5926979
79.142.70.56_2024-07-22 21:11:24,3493,79.142.70.56,2024-07-22 21:11:24,26.116,47.5834,54.1162,42.5308,42.6729301,23.3832916
91.190.224.98_2024-07-22 21:11:58,2341,91.190.224.98,2024-07-22 21:11:58,12.0686,26.6124,35.6212,28.7492,52.15731,7.55537
194.242.34.190_2024-07-22 21:13:46,1410,194.242.34.190,2024-07-22 21:13:46,9.1248,36.1,32.7766,25.854,47.43517586,8.55998946
185.104.160.214_2024-07-22 21:16:35,2549,185.104.160.214,2024-07-22 21:16:35,7.1984,23.8034,30.7366,24.0928,52.3514109,7.4777679
77.220.233.1_2024-07-22 21:17:39,752,77.220.233.1,2024-07-22 21:17:39,19.5734,45.457,39.4586,37.7456,51.03883,13.73229
194.187.172.112_2024-07-22 21:18:43,1461,194.187.172.112,2024-07-22 21:18:43,19.9588,38.3594,36.055,36.228,41.8748745,12.4781296
143.129.80.132_2024-07-22 21:19:47,386,143.129.80.132,2024-07-22 21:19:47,12.3654,22.4176,26.1154,27.9704,51.18446055,4.42069023
193.0.0.164_2024-07-22 21:26:51,1135,193.0.0.164,2024-07-22 21:26:51,21.3524,33.0816,42.5208,39.4792,52.3702157,4.8951679
193.0.0.165_2024-07-22 21:28:06,1304,193.0.0.165,2024-07-22 21:28:06,20.671,15.3448,42.0194,38.0778,52.3702157,4.8951679
94.228.136.23_2024-07-22 21:29:00,3210,94.228.136.23,2024-07-22 21:29:00,8.3554,18.0632,27.8888,24.0854,52.3444688,4.8314695
213.182.2.254_2024-07-22 21:29:54,2972,213.182.2.254,2024-07-22 21:29:54,10.6742,31.4496,39.0118,26.7144,47.7561376,10.3166624
91.215.150.218_2024-07-22 21:40:00,1655,91.215.150.218,2024-07-22 21:40:00,10.8262,20.5496,29.516,28.1102,52.3619025,5.6407227
62.50.171.162_2024-07-22 21:41:54,3195,62.50.171.162,2024-07-22 21:41:54,29.1404,45.0132,53.0432,44.969,61.4535792,5.8496685
91.236.55.69_2024-07-22 21:43:03,3011,91.236.55.69,2024-07-22 21:43:03,28.588,43.8854,48.3334,43.4864,52.9893248,18.6660783
45.83.105.192_2024-07-22 21:44:12,1864,45.83.105.192,2024-07-22 21:44:12,4.4624,32.521,30.9744,23.0168,49.4521018,11.0766654
77.214.52.102_2024-07-22 21:45:11,779,77.214.52.102,2024-07-22 21:45:11,17.8042,36.4714,44.6878,36.3656,57.022937,9.8971509
185.144.72.8_2024-07-22 21:46:05,3067,185.144.72.8,2024-07-22 21:46:05,14.9434,34.4306,39.9232,32.999,46.4827008,11.3311769
192.44.83.3_2024-07-22 21:55:51,2303,192.44.83.3,2024-07-22 21:55:51,16.9144,27.3522,39.7002,33.6992,49.57384,11.02773
89.116.135.200_2024-07-22 21:59:34,3449,89.116.135.200,2024-07-22 21:59:34,5.532,24.829,27.11,22.7244,49.5047683,6.1127634
46.29.176.71_2024-07-22 22:01:38,1219,46.29.176.71,2024-07-22 22:01:38,4.971,22.6516,25.2102,21.9594,49.5051956,6.113479
85.93.215.82_2024-07-22 22:02:47,2822,85.93.215.82,2024-07-22 22:02:47,6.401,24.1432,26.7898,24.7156,49.5845783,6.2256543
185.119.90.181_2024-07-22 22:07:00,3507,185.119.90.181,2024-07-22 22:07:00,20.698,44.4394,45.5484,37.9666,44.8112911,20.3987228
82.98.65.254_2024-07-22 22:13:04,2894,82.98.65.254,2024-07-22 22:13:04,2.3252,23.0606,25.6004,19.0192,50.096109,8.6284112
46.101.130.201_2024-07-22 22:13:58,2736,46.101.130.201,2024-07-22 22:13:58,1.8992,25.6116,25.8388,18.9154,50.12007,8.73561
83.243.44.55_2024-07-22 22:16:23,1407,83.243.44.55,2024-07-22 22:16:23,2.9014,20.2328,26.3484,19.5136,50.1398082,8.7431943
141.98.136.85_2024-07-22 22:17:32,2877,141.98.136.85,2024-07-22 22:17:32,2.3418,21.1078,25.958,20.714,50.1396084,8.7433378
194.50.92.201_2024-07-22 22:18:26,1865,194.50.92.201,2024-07-22 22:18:26,2.4394,20.8912,26.2374,20.7692,50.139593,8.7429433
195.16.81.9_2024-07-22 22:19:20,1509,195.16.81.9,2024-07-22 22:19:20,12.5726,31.4244,41.9678,29.4018,51.3954727,12.3988051
51.89.117.81_2024-07-22 22:20:15,2062,51.89.117.81,2024-07-22 22:20:15,2.9876,26.6836,26.9454,20.017,50.3986005,8.0795783
188.94.96.182_2024-07-22 22:24:14,3393,188.94.96.182,2024-07-22 22:24:14,2.8918,26.0102,27.503,20.8174,49.4864026,8.4211817
141.44.3.252_2024-07-22 22:25:08,1242,141.44.3.252,2024-07-22 22:25:08,16.6468,30.8204,41.801,42.2054,52.1402053,11.6441991
129.143.66.65_2024-07-22 22:26:22,2024,129.143.66.65,2024-07-22 22:26:22,5.5614,28.2088,29.7952,22.541,48.7457001,9.1070098
85.187.20.236_2024-07-22 22:27:22,1419,85.187.20.236,2024-07-22 22:27:22,28.5928,44.6044,53.5834,41.3702,42.668544,23.395407
31.172.2.249_2024-07-22 22:28:26,1300,31.172.2.249,2024-07-22 22:28:26,16.0082,28.628,39.5552,28.6858,51.188264,6.867753
193.171.255.2_2024-07-22 22:30:04,335,193.171.255.2,2024-07-22 22:30:04,12.6868,34.354,35.2876,25.1468,48.2081743,16.3738189
92.60.13.86_2024-07-22 22:30:58,1112,92.60.13.86,2024-07-22 22:30:58,12.7632,36.461,36.8782,30.8624,48.2102659,16.3784865
91.234.194.103_2024-07-22 22:40:01,2957,91.234.194.103,2024-07-22 22:40:01,15.4848,21.9868,22.7506,30.8798,48.7039237,6.1409437
5.62.127.14_2024-07-22 22:42:25,1848,5.62.127.14,2024-07-22 22:42:25,27.9552,18.185,43.0652,32.8498,51.427755,-0.97925
195.80.157.38_2024-07-22 22:44:09,2753,195.80.157.38,2024-07-22 22:44:09,10.333,16.793,17.4062,27.3988,48.9280308,2.3520324
194.31.131.71_2024-07-22 22:45:03,3450,194.31.131.71,2024-07-22 22:45:03,19.0612,30.7798,27.9092,37.0698,52.0940535,5.0130136
185.78.49.100_2024-07-22 22:47:27,1991,185.78.49.100,2024-07-22 22:47:27,11.157,30.1956,31.2924,30.0706,45.0500362,9.738335
185.206.184.74_2024-07-22 22:52:03,1705,185.206.184.74,2024-07-22 22:52:03,29.6306,51.6192,38.3292,46.7364,46.0832956,14.4859426
195.37.209.21_2024-07-22 22:54:12,1821,195.37.209.21,2024-07-22 22:54:12,21.1106,42.1782,44.0192,38.2806,53.5696044,9.9865943
80.252.103.222_2024-07-22 22:55:31,1619,80.252.103.222,2024-07-22 22:55:31,10.8104,23.4634,32.9144,27.425,53.549318,10.0480076
93.88.225.55_2024-07-22 22:56:25,2209,93.88.225.55,2024-07-22 22:56:25,6.228,24.0422,30.3158,21.471,50.02954,10.5249999
212.62.68.29_2024-07-22 22:57:19,3234,212.62.68.29,2024-07-22 22:57:19,8.7968,26.7938,31.9674,27.1858,52.1209666,8.647389
213.184.86.101_2024-07-22 23:00:28,1490,213.184.86.101,2024-07-22 23:00:28,15.1662,31.4408,40.7836,32.4304,55.728092,12.3774821
195.130.61.208_2024-07-22 23:01:57,1359,195.130.61.208,2024-07-22 23:01:57,23.2486,50.6686,51.3502,39.9382,43.8577581,18.39777079
80.65.65.220_2024-07-22 23:02:56,1562,80.65.65.220,2024-07-22 23:02:56,27.4002,49.3114,50.6694,41.518,44.1994776,17.9021989
193.201.40.210_2024-07-22 23:03:50,928,193.201.40.210,2024-07-22 23:03:50,19.8718,39.0844,37.1662,36.0098,41.89897,12.51185
37.10.45.14_2024-07-22 23:04:49,1293,37.10.45.14,2024-07-22 23:04:49,9.0182,18.3992,27.1468,27.3182,52.3449285,4.8292414
194.1.149.210_2024-07-22 23:07:08,1029,194.1.149.210,2024-07-22 23:07:08,29.2134,54.196,47.8658,47.1804,41.324873,19.816192
185.51.192.48_2024-07-22 23:07:42,1962,185.51.192.48,2024-07-22 23:07:42,8.5638,18.3232,26.5298,25.4862,52.3924715,4.6637487
81.18.177.166_2024-07-22 23:13:57,1756,81.18.177.166,2024-07-22 23:13:57,16.4544,23.1958,24.1398,34.516,45.7572536,4.899645
85.118.58.213_2024-07-22 23:15:45,3194,85.118.58.213,2024-07-22 23:15:45,11.0402,18.3086,18.1982,29.6916,48.7752859,2.3800026
23.151.216.129_2024-07-22 23:16:50,3560,23.151.216.129,2024-07-22 23:16:50,9.3012,18.17,25.9332,25.5538,52.3562231,4.9512489
194.122.76.250_2024-07-22 23:17:44,954,194.122.76.250,2024-07-22 23:17:44,8.3124,16.9092,27.0732,23.7628,52.3702157,4.8951679
89.106.219.238_2024-07-22 23:18:38,416,89.106.219.238,2024-07-22 23:18:38,6.8692,32.5262,38.7908,24.6074,48.7122107,8.7472439
193.105.163.172_2024-07-22 23:21:07,308,193.105.163.172,2024-07-22 23:21:07,25.281,46.6328,56.3442,43.5492,44.8075746,20.4625109
207.226.224.236_2024-07-22 23:26:14,2218,207.226.224.236,2024-07-22 23:26:14,2.3846,24.4012,31.7444,18.995,50.1137156,8.6954089
80.67.190.218_2024-07-22 23:27:23,1612,80.67.190.218,2024-07-22 23:27:23,17.1092,24.3706,25.4894,34.4678,48.1075171,-1.6437736
213.136.12.209_2024-07-22 23:27:57,932,213.136.12.209,2024-07-22 23:27:57,9.9846,17.4142,27.1434,26.9862,52.0276218,5.6244979
212.119.5.254_2024-07-22 23:30:35,1656,212.119.5.254,2024-07-22 23:30:35,5.9702,21.9442,28.9524,22.5818,51.2196318,6.8071504
37.157.253.244_2024-07-22 23:33:03,2651,37.157.253.244,2024-07-22 23:33:03,5.9194,19.3166,29.1982,21.167,51.2673008,6.8175201
204.11.3.45_2024-07-22 23:33:37,2821,204.11.3.45,2024-07-22 23:33:37,5.6586,20.1084,29.118,21.2104,51.2673008,6.8175201
45.76.86.163_2024-07-22 23:35:11,1525,45.76.86.163,2024-07-22 23:35:11,2.2104,23.5124,26.4082,19.0902,50.12007,8.73561
212.72.236.67_2024-07-22 23:37:05,3439,212.72.236.67,2024-07-22 23:37:05,9.8862,18.7068,26.4348,27.1552,52.0274282,5.6242664
5.57.16.65_2024-07-22 23:41:58,420,5.57.16.65,2024-07-22 23:41:58,16.2664,10.9274,30.0928,34.7674,51.521187,-0.62416
90.223.193.3_2024-07-22 23:43:32,1378,90.223.193.3,2024-07-22 23:43:32,17.0596,14.5102,23.0682,37.9732,51.519103,-0.62063
77.109.180.62_2024-07-22 23:44:26,3164,77.109.180.62,2024-07-22 23:44:26,7.7514,31.3854,29.1464,22.7854,47.5008858,8.7201032
92.243.9.77_2024-07-22 23:50:46,1431,92.243.9.77,2024-07-22 23:50:46,10.3024,17.8526,18.6012,26.3026,48.9269417,2.3506622
188.92.41.251_2024-07-22 23:51:40,2283,188.92.41.251,2024-07-22 23:51:40,8.213,30.843,39.9156,25.5434,50.081047,14.4511421
185.194.168.88_2024-07-22 23:53:04,2847,185.194.168.88,2024-07-22 23:53:04,19.6938,23.013,29.302,36.1654,52.9886973,-1.1742916
107.162.220.5_2024-07-22 23:54:18,1402,107.162.220.5,2024-07-22 23:54:18,17.2588,17.4178,23.3328,32.6284,51.5242061,-0.6351238
45.77.229.242_2024-07-22 23:55:48,1523,45.77.229.242,2024-07-22 23:55:48,16.7728,11.4368,23.8086,46.2476,51.5203975,-0.0737773
92.223.59.77_2024-07-22 23:58:26,1990,92.223.59.77,2024-07-22 23:58:26,16.7798,10.703,24.4884,31.6806,51.499732,-0.01484
185.97.160.7_2024-07-23 00:00:00,1787,185.97.160.7,2024-07-23 00:00:00,15.6828,11.5806,26.035,33.8584,51.5234541,-0.6360912
194.182.187.2_2024-07-23 00:01:14,2920,194.182.187.2,2024-07-23 00:01:14,13.5794,36.1804,36.7608,30.1302,46.6143179,14.2637197
178.255.156.202_2024-07-23 00:03:18,393,178.255.156.202,2024-07-23 00:03:18,20.9394,43.136,45.108,36.5328,46.61584621,14.3182153
193.170.114.242_2024-07-23 00:04:02,1148,193.170.114.242,2024-07-23 00:04:02,12.952,37.4086,35.7894,30.2368,48.2698987,16.4089842
185.229.88.69_2024-07-23 00:05:16,3343,185.229.88.69,2024-07-23 00:05:16,13.1606,31.4902,36.0554,28.6894,48.1780466,16.3649629
213.143.120.118_2024-07-23 00:06:20,3447,213.143.120.118,2024-07-23 00:06:20,13.1478,34.6306,37.6724,25.9478,48.1526663,16.2948981
193.46.104.17_2024-07-23 00:07:29,2810,193.46.104.17,2024-07-23 00:07:29,12.6822,33.8696,37.8018,31.3556,48.268991,16.4106437
91.232.156.247_2024-07-23 00:11:18,2954,91.232.156.247,2024-07-23 00:11:18,27.0294,43.3152,54.8584,44.4302,60.2201086,24.8701946
90.223.193.1_2024-07-23 00:11:52,687,90.223.193.1,2024-07-23 00:11:52,24.2136,13.5072,26.9104,38.445,51.511561,-0.000841
213.158.113.5_2024-07-23 00:12:26,2794,213.158.113.5,2024-07-23 00:12:26,10.8022,26.9318,34.3964,26.6058,54.3232927,10.1227652
195.169.128.156_2024-07-23 00:13:00,1850,195.169.128.156,2024-07-23 00:13:00,9.0674,16.8132,28.1878,27.2492,52.109415,4.327361
212.9.170.190_2024-07-23 00:13:54,1747,212.9.170.190,2024-07-23 00:13:54,5.2518,27.7356,28.9348,22.445,48.7076206,9.1685734
107.162.218.5_2024-07-23 00:16:36,1403,107.162.218.5,2024-07-23 00:16:36,1.9282,24.2682,25.9236,17.5538,50.0965986,8.5875079
185.57.191.228_2024-07-23 00:18:30,1778,185.57.191.228,2024-07-23 00:18:30,20.3118,15.7026,27.7592,38.9162,52.9122044,-0.6429203
195.30.70.33_2024-07-23 00:19:35,273,195.30.70.33,2024-07-23 00:19:35,7.32,28.927,32.3164,24.0948,48.1367203,11.576754
62.245.181.100_2024-07-23 00:20:44,546,62.245.181.100,2024-07-23 00:20:44,7.3046,30.8368,32.1546,24.1238,48.1835419,11.5945581
193.141.27.220_2024-07-23 00:26:16,424,193.141.27.220,2024-07-23 00:26:16,5.1906,30.214,29.1012,22.097,48.952508,8.390881
37.44.1.36_2024-07-23 00:27:20,952,37.44.1.36,2024-07-23 00:27:20,14.7656,29.9898,34.0156,32.5818,52.50192,13.36945
37.49.234.132_2024-07-23 01:03:39,1843,37.49.234.132,2024-07-23 01:03:39,10.973,18.381,19.4084,29.4512,48.856614,2.3522219
213.197.128.134_2024-07-23 01:04:54,3129,213.197.128.134,2024-07-23 01:04:54,23.156,42.4958,47.0476,44.054,54.6372337,25.3068428
185.184.8.158_2024-07-23 01:09:45,3138,185.184.8.158,2024-07-23 01:09:45,9.5612,18.356,27.1806,26.21,52.3924715,4.6637487
2.58.52.152_2024-07-23 01:13:13,1716,2.58.52.152,2024-07-23 01:13:13,2.3022,22.8968,26.334,17.9116,50.1109221,8.6821267
185.181.224.13_2024-07-23 01:13:57,1001,185.181.224.13,2024-07-23 01:13:57,9.9924,30.8514,36.5758,29.7852,48.06396,11.5565
193.27.55.25_2024-07-23 01:17:20,2799,193.27.55.25,2024-07-23 01:17:20,7.9294,26.115,31.6896,22.8288,49.4521018,11.0766654
5.180.57.81_2024-07-23 01:17:54,3377,5.180.57.81,2024-07-23 01:17:54,14.215,24.0356,24.6868,33.8518,45.7224804,4.8628788
212.51.187.100_2024-07-23 01:18:48,1379,212.51.187.100,2024-07-23 01:18:48,15.2446,22.7342,23.1894,33.8092,48.7039885,6.1408527
185.233.32.213_2024-07-23 01:20:02,3053,185.233.32.213,2024-07-23 01:20:02,20.7458,29.1086,36.0504,35.806,43.2924349,5.4952833
185.5.201.10_2024-07-23 01:21:16,1367,185.5.201.10,2024-07-23 01:21:16,28.568,44.2466,40.9822,47.2028,42.943447,13.8829543
45.150.40.189_2024-07-23 01:24:19,2884,45.150.40.189,2024-07-23 01:24:19,15.9346,30.9014,27.3884,34.7892,52.3329076,4.919533
104.167.214.46_2024-07-23 01:26:07,3390,104.167.214.46,2024-07-23 01:26:07,23.7136,27.8712,47.3662,46.8734,52.3924715,4.6637487
87.195.25.82_2024-07-23 01:27:21,2360,87.195.25.82,2024-07-23 01:27:21,10.5734,17.0002,25.9916,26.5658,52.24703,6.001603
185.54.92.70_2024-07-23 01:28:30,1245,185.54.92.70,2024-07-23 01:28:30,10.2548,24.1324,29.1644,28.4446,52.24703,6.001603
185.29.203.234_2024-07-23 01:29:04,3600,185.29.203.234,2024-07-23 01:29:04,10.7822,18.685,28.0258,29.6252,52.1284444,4.6309051
193.46.104.18_2024-07-23 01:30:18,2812,193.46.104.18,2024-07-23 01:30:18,17.2882,40.9016,41.0506,34.053,47.7920256,13.0106587
194.56.191.153_2024-07-23 01:33:06,3221,194.56.191.153,2024-07-23 01:33:06,9.5262,33.686,35.5506,26.804,47.2066913,8.7086082
185.54.81.31_2024-07-23 01:36:20,3033,185.54.81.31,2024-07-23 01:36:20,12.379,36.3,35.17,29.3832,45.85347,8.948091
45.131.252.71_2024-07-23 01:37:14,3341,45.131.252.71,2024-07-23 01:37:14,8.378,32.4728,30.758,25.404,47.358494,9.4491833
185.104.85.110_2024-07-23 01:37:53,1839,185.104.85.110,2024-07-23 01:37:53,10.1038,34.8512,32.9774,26.1344,47.357522,9.4477722
195.190.26.29_2024-07-23 01:38:47,2020,195.190.26.29,2024-07-23 01:38:47,10.9178,35.5418,35.6474,31.9682,48.16542,14.03664
62.109.128.111_2024-07-23 01:39:41,3175,62.109.128.111,2024-07-23 01:39:41,8.2172,30.1154,41.299,25.5216,50.0652004,14.5274343
88.86.103.5_2024-07-23 01:40:25,1686,88.86.103.5,2024-07-23 01:40:25,12.0078,31.2544,40.6392,24.698,50.0601642,14.482978
87.237.165.29_2024-07-23 01:42:18,3357,87.237.165.29,2024-07-23 01:42:18,5.943,20.9158,29.3688,23.0984,51.2670946,6.8174322
185.138.55.234_2024-07-23 01:43:12,1629,185.138.55.234,2024-07-23 01:43:12,5.9286,23.4748,28.8724,23.5038,51.1882705,6.8677694
194.50.94.201_2024-07-23 01:44:42,1844,194.50.94.201,2024-07-23 01:44:42,21.532,20.9288,29.845,20.8134,51.2673008,6.8175201
79.142.69.12_2024-07-23 01:47:40,3504,79.142.69.12,2024-07-23 01:47:40,6.6242,26.8674,27.5714,25.2534,47.4326999,8.5572762
130.59.80.2_2024-07-23 01:48:14,1075,130.59.80.2,2024-07-23 01:48:14,10.8436,29.8698,33.616,24.4442,47.380125,8.54513
185.173.128.71_2024-07-23 01:49:03,2859,185.173.128.71,2024-07-23 01:49:03,12.024,28.3576,37.2806,25.8056,47.3780633,8.4968216
94.177.122.201_2024-07-23 01:49:57,1752,94.177.122.201,2024-07-23 01:49:57,14.4838,35.7076,34.4004,30.882,47.4464961,8.2110348
109.248.43.37_2024-07-23 01:52:45,1703,109.248.43.37,2024-07-23 01:52:45,12.2814,34.7372,40.6304,26.219,50.0820185,14.5333504
185.178.172.32_2024-07-23 01:53:59,2156,185.178.172.32,2024-07-23 01:53:59,7.9682,34.624,40.706,23.7172,50.0802774,14.5195484
217.31.202.22_2024-07-23 01:54:33,3445,217.31.202.22,2024-07-23 01:54:33,8.0516,35.2888,36.1606,27.9524,50.08103,14.451122
84.244.76.247_2024-07-23 01:55:27,3420,84.244.76.247,2024-07-23 01:55:27,8.608,33.3702,40.4648,26.835,50.0807699,14.3765413
78.128.211.119_2024-07-23 01:56:21,2289,78.128.211.119,2024-07-23 01:56:21,8.4144,32.1064,36.9658,23.916,50.1017962,14.3907702
185.70.41.236_2024-07-23 01:58:24,1958,185.70.41.236,2024-07-23 01:58:24,9.1154,28.4292,31.6098,23.9908,47.3768866,8.541694
81.91.160.93_2024-07-23 01:59:38,2423,81.91.160.93,2024-07-23 01:59:38,8.8204,32.2208,31.8962,26.2804,50.11893,8.73518
193.49.43.151_2024-07-23 02:03:17,3128,193.49.43.151,2024-07-23 02:03:17,18.3502,29.3776,24.155,35.1068,45.2068778,5.6925023
217.29.76.27_2024-07-23 02:04:31,394,217.29.76.27,2024-07-23 02:04:31,11.585,33.3438,32.5886,26.438,45.47600763,9.10327303
92.223.93.208_2024-07-23 02:05:05,1978,92.223.93.208,2024-07-23 02:05:05,17.6404,37.617,31.4114,30.9056,45.4486839,9.1474362
185.251.232.156_2024-07-23 02:06:59,3201,185.251.232.156,2024-07-23 02:06:59,16.1894,12.8492,25.115,33.6454,51.51518,0.001856
87.238.48.84_2024-07-23 02:13:51,1056,87.238.48.84,2024-07-23 02:13:51,19.8298,36.4852,44.895,35.417,59.9363245,10.832721
80.247.237.225_2024-07-23 02:23:53,3609,80.247.237.225,2024-07-23 02:23:53,25.258,32.5688,29.7326,41.8712,43.5506282,1.4861224
31.172.2.193_2024-07-23 02:27:21,2517,31.172.2.193,2024-07-23 02:27:21,21.5734,32.719,39.5614,38.1802,52.5020517,13.3692652
185.139.168.19_2024-07-23 02:34:19,1211,185.139.168.19,2024-07-23 02:34:19,25.8802,44.9024,56.532,43.0272,60.20640511,24.8950162
80.80.254.254_2024-07-23 02:35:58,3334,80.80.254.254,2024-07-23 02:35:58,17.3648,40.5422,41.259,32.6902,46.6174626,14.3154684
185.131.204.20_2024-07-23 02:36:32,3776,185.131.204.20,2024-07-23 02:36:32,14.1436,39.5466,37.0718,29.9294,46.3446955,6.9345975
85.162.162.14_2024-07-23 02:40:00,1806,85.162.162.14,2024-07-23 02:40:00,8.3834,31.1488,36.906,25.0054,50.0494871,14.3307671
185.150.99.5_2024-07-23 02:40:44,2717,185.150.99.5,2024-07-23 02:40:44,10.7174,32.726,34.765,27.7472,48.1957367,11.5927295
212.101.201.29_2024-07-23 02:42:03,3249,212.101.201.29,2024-07-23 02:42:03,8.611,26.9326,33.0792,42.291,51.9555829,7.6389448
45.157.175.37_2024-07-23 02:46:26,3451,45.157.175.37,2024-07-23 02:46:26,18.2626,13.8414,26.4966,35.7642,51.6988129,-0.6097349
98.98.159.178_2024-07-23 02:48:58,3708,98.98.159.178,2024-07-23 02:48:58,2.327,23.1864,28.0272,19.0836,50.0971376,8.6439447
